slug,name,name_hi,browse_section,default_unit,kcal_per_serving,protein_g_per_serving,serving_label,aliases,tags,is_junk,is_home_cooked,sort_priority,portion_ui_type,portion_presets,unit_options,data_source
ghee,Ghee (clarified butter),घी,dairy,tablespoon,135,0.0,1 tbsp (~15g),ghee|clarified butter|asli ghee,veg|home_cooked,false,true,65,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""tablespoon"":{""multiplier"":1,""label"":""tbsp"",""step"":0.5,""min"":0.5,""max"":6},""gram"":{""multiplier"":0.06667,""label"":""g"",""step"":5,""min"":5,""max"":100}}",ifct_2017
butter-salted,Butter (salted),मक्खन,dairy,tablespoon,100,0.1,1 tbsp (~14g),butter|amul butter|makkhan,veg|brand,false,true,70,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""tablespoon"":{""multiplier"":1,""label"":""tbsp"",""step"":0.5,""min"":0.5,""max"":6},""gram"":{""multiplier"":0.07143,""label"":""g"",""step"":5,""min"":5,""max"":100}}",label_pack
white-makhan,White makhan / Homemade butter,सफ़ेद मक्खन,dairy,tablespoon,100,0.2,1 tbsp (~14g),white butter|makhan|homemade butter,veg|home_cooked,false,true,40,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""tablespoon"":{""multiplier"":1,""label"":""tbsp"",""step"":0.5,""min"":0.5,""max"":6},""gram"":{""multiplier"":0.07143,""label"":""g"",""step"":5,""min"":5,""max"":100}}",ifct_2017
malai-cream,Malai (fresh cream),मलाई,dairy,tablespoon,50,0.7,1 tbsp (~15g),malai|fresh cream|cream,veg|home_cooked,false,true,35,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""tablespoon"":{""multiplier"":1,""label"":""tbsp"",""step"":0.5,""min"":0.5,""max"":6},""gram"":{""multiplier"":0.06667,""label"":""g"",""step"":5,""min"":5,""max"":100}}",ifct_2017
boondi-raita,Boondi raita,बूंदी रायता,dairy,bowl,130,6.0,1 katori (~180g),boondi raita,veg|home_cooked,false,true,70,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
veg-raita,Mix veg raita,वेज रायता,dairy,bowl,105,6.0,1 katori (~180g),veg raita|mixed raita,veg|home_cooked|low_cal,false,true,60,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
cucumber-raita,Cucumber raita,खीरा रायता,dairy,bowl,85,6.0,1 katori (~180g),cucumber raita|kheera raita,veg|home_cooked|low_cal,false,true,65,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
pineapple-raita,Pineapple raita,अनानास रायता,dairy,bowl,130,6.0,1 katori (~180g),pineapple raita,veg,false,true,30,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
green-salad-mixed,Green salad (mixed),हरा सलाद,salads,bowl,45,2.0,1 plate (~100g),green salad|mixed salad|veg salad,veg|low_cal|home_cooked,false,true,88,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00833,""label"":""g"",""step"":10,""min"":30,""max"":600}}",ifct_2017
cucumber-salad,Cucumber salad,खीरा सलाद,salads,bowl,22,1.0,1 plate (~100g),cucumber salad|kheera salad,veg|low_cal,false,true,50,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00833,""label"":""g"",""step"":10,""min"":30,""max"":600}}",usda_fdc
kachumber-salad,Kachumber salad,कचुम्बर सलाद,salads,bowl,35,1.0,1 plate (~100g),kachumber|onion tomato salad|laccha pyaaz,veg|low_cal|home_cooked,false,true,70,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00833,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
onion-salad,Onion salad (laccha),प्याज़ सलाद,salads,bowl,30,0.7,1 plate (~50g),onion salad|laccha pyaaz|sliced onion,veg|low_cal,false,true,55,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.0125,""label"":""g"",""step"":10,""min"":30,""max"":600}}",usda_fdc
sprouts-salad,Sprouts salad,अंकुर सलाद,salads,bowl,170,11.0,1 katori (~180g),sprouts salad|moong sprouts salad,veg|high_protein|home_cooked,false,true,70,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",ifct_2017
caesar-salad,Caesar salad,,salads,bowl,310,7.0,1 plate (~180g),caesar salad|cesar salad,veg|western,false,false,35,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
caesar-salad-chicken,Chicken caesar salad,,salads,bowl,390,28.0,1 plate (~200g),chicken caesar|caesar salad chicken,non_veg|western|high_protein,false,false,45,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.005,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
greek-salad,Greek salad,,salads,bowl,200,6.0,1 plate (~180g),greek salad|feta salad,veg|western|mediterranean,false,false,40,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
chickpea-salad,Chickpea salad,,salads,bowl,220,11.0,1 katori (~180g),chickpea salad|chana salad,veg|high_protein|home_cooked,false,true,45,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
russian-salad,Russian salad,,salads,bowl,250,4.5,1 plate (~180g),russian salad|mayo salad,veg|restaurant,true,false,25,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
egg-salad,Egg salad,अंडा सलाद,salads,bowl,225,13.0,1 katori (~150g),egg salad|boiled egg salad,non_veg|high_protein|home_cooked,false,true,40,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00667,""label"":""g"",""step"":10,""min"":30,""max"":600}}",usda_fdc
tuna-salad,Tuna salad,,salads,bowl,285,22.0,1 katori (~150g),tuna salad,non_veg|high_protein|western,false,false,30,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00667,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
veg-thali-small,Veg thali (small),वेज थाली,thali_combo,serving,575,18.0,1 plate (homestyle small),veg thali|simple thali,veg|combo|home_cooked,false,true,88,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
veg-thali-large,Veg thali (large/unlimited),वेज थाली लार्ज,thali_combo,serving,880,26.0,1 plate (restaurant large),unlimited thali|gujarati style large,veg|combo|restaurant,false,false,75,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
gujarati-thali,Gujarati thali,गुजराती थाली,thali_combo,serving,780,21.0,1 plate,gujarati thali,veg|combo|restaurant|gujarati,false,false,55,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
rajasthani-thali,Rajasthani thali,राजस्थानी थाली,thali_combo,serving,830,23.0,1 plate,rajasthani thali,veg|combo|restaurant|rajasthani,false,false,50,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
south-indian-meals,South Indian meals,साउथ इंडियन मील्स,thali_combo,serving,680,19.0,"1 plate (rice, sambar, rasam, sides)",south indian meals|saadya basic,veg|combo|south_indian,false,false,55,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
kerala-sadhya,Kerala sadhya,केरल सद्या,thali_combo,serving,950,25.0,1 plate (banana leaf full),sadhya|kerala feast|onam sadhya,veg|combo|kerala|festival,false,false,35,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
bengali-thali,Bengali thali,বাঙালি থালি,thali_combo,serving,730,25.0,1 plate,bengali thali,non_veg|combo|bengali,false,false,35,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
mini-thali,Mini thali,मिनी थाली,thali_combo,serving,460,14.0,1 plate (compact),mini thali|chhoti thali|veg mini meal,veg|combo|restaurant,false,false,70,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
chicken-thali,Chicken thali,चिकन थाली,thali_combo,serving,880,38.0,1 plate (chicken + sides),chicken thali|non veg thali,non_veg|combo|restaurant|high_protein,false,false,70,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
mutton-thali,Mutton thali,मटन थाली,thali_combo,serving,960,38.0,1 plate,mutton thali,non_veg|combo|restaurant|high_protein,false,false,45,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
office-dabba,Office tiffin / Dabba (homestyle),ऑफिस डब्बा,thali_combo,serving,620,19.0,1 box (2 roti + sabzi + dal + rice),office dabba|tiffin|lunchbox|office meal,veg|combo|home_cooked|office_meal,false,true,90,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
chole-bhature-plate,Chole bhature (1 plate),छोले भटूरे,thali_combo,serving,590,15.0,1 plate (1 bhatura + chole),chole bhature,veg|combo|restaurant|punjabi,true,false,85,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
rajma-chawal,Rajma chawal (combo),राजमा चावल,thali_combo,serving,420,13.0,1 plate (1 katori each),rajma chawal,veg|combo|home_cooked|punjabi,false,true,90,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
dal-chawal,Dal chawal (combo),दाल चावल,thali_combo,serving,385,12.0,1 plate (1 katori each),dal chawal|dal rice,veg|combo|home_cooked,false,true,92,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
kadhi-chawal,Kadhi chawal,कढ़ी चावल,thali_combo,serving,420,11.0,1 plate (1 katori each),kadhi chawal,veg|combo|home_cooked,false,true,60,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
curd-rice-plate,Curd rice (1 plate),दही चावल प्लेट,thali_combo,serving,310,8.5,1 plate (~250g),curd rice plate|dahi chawal plate|thayir sadam plate,veg|combo|south_indian|home_cooked,false,true,50,hand_portion,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
gulab-jamun,Gulab jamun,गुलाब जामुन,sweets_dessert,piece,145,2.0,1 piece (~35g),gulab jamun|gulab jaamun,veg|sweet|home_cooked,true,true,92,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.02857,""label"":""g"",""step"":10,""min"":10,""max"":280}}",mfp_avg
rasgulla,Rasgulla,रसगुल्ला,sweets_dessert,piece,100,2.5,1 piece (~40g),rasgulla|rosogolla|sponge rasgulla,veg|sweet|bengali,true,false,75,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.025,""label"":""g"",""step"":10,""min"":10,""max"":320}}",mfp_avg
rasmalai,Rasmalai,रसमलाई,sweets_dessert,piece,145,4.0,1 piece (~50g),rasmalai|ras malai|rossomalai,veg|sweet|bengali,true,false,75,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":6},""gram"":{""multiplier"":0.02,""label"":""g"",""step"":10,""min"":10,""max"":300}}",mfp_avg
jalebi,Jalebi,जलेबी,sweets_dessert,piece,100,0.5,1 piece (~25g),jalebi|jilipi,veg|sweet|fried|street_food,true,false,80,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":10},""gram"":{""multiplier"":0.04,""label"":""g"",""step"":10,""min"":10,""max"":250}}",mfp_avg
imarti,Imarti,इमरती,sweets_dessert,piece,110,1.0,1 piece (~30g),imarti|jaangri,veg|sweet|fried,true,false,35,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.03333,""label"":""g"",""step"":10,""min"":10,""max"":240}}",mfp_avg
kheer,Kheer / Rice pudding,खीर,sweets_dessert,bowl,245,6.0,1 katori (~150g),kheer|rice pudding|payasam,veg|sweet|home_cooked,true,true,80,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00667,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
phirni,Phirni,फिरनी,sweets_dessert,bowl,220,5.0,1 katori (~150g),phirni|firni,veg|sweet|home_cooked,true,false,50,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00667,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
gajar-halwa,Gajar ka halwa,गाजर का हलवा,sweets_dessert,bowl,295,4.0,1 katori (~100g),gajar halwa|carrot halwa|gajrela,veg|sweet|home_cooked|winter,true,true,85,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
moong-dal-halwa,Moong dal halwa,मूंग दाल हलवा,sweets_dessert,bowl,385,6.0,1 katori (~100g),moong dal halwa,veg|sweet|home_cooked,true,false,40,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
sooji-halwa,Sooji halwa,सूजी हलवा,sweets_dessert,bowl,320,4.0,1 katori (~100g),sooji halwa|rava halwa|kesari,veg|sweet|home_cooked,true,true,60,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
atta-halwa,Atta halwa,आटा हलवा,sweets_dessert,bowl,385,5.0,1 katori (~100g),atta halwa|kada prashad,veg|sweet|home_cooked,true,true,45,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
besan-ladoo,Besan ladoo,बेसन लड्डू,sweets_dessert,piece,165,3.0,1 ladoo (~30g),besan ladoo|besan laddu,veg|sweet|home_cooked,true,true,60,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.03333,""label"":""g"",""step"":10,""min"":10,""max"":240}}",mfp_avg
boondi-ladoo,Boondi ladoo,बूंदी लड्डू,sweets_dessert,piece,145,2.0,1 ladoo (~30g),boondi ladoo|boondi laddu,veg|sweet,true,false,60,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.03333,""label"":""g"",""step"":10,""min"":10,""max"":240}}",mfp_avg
motichoor-ladoo,Motichoor ladoo,मोतीचूर लड्डू,sweets_dessert,piece,170,2.0,1 ladoo (~30g),motichoor ladoo|moti choor,veg|sweet,true,false,50,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.03333,""label"":""g"",""step"":10,""min"":10,""max"":240}}",mfp_avg
kaju-katli,Kaju katli,काजू कतली,sweets_dessert,piece,75,1.5,1 piece (~15g),kaju katli|cashew burfi|kaju barfi,veg|sweet,true,false,75,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":10}}",mfp_avg
soan-papdi,Soan papdi,सोन पापड़ी,sweets_dessert,piece,130,1.0,1 piece (~25g),soan papdi|sohan papdi,veg|sweet|brand,true,false,50,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":10},""gram"":{""multiplier"":0.04,""label"":""g"",""step"":10,""min"":10,""max"":250}}",mfp_avg
